id,dateadded,domain,source
1,1602886038,fr.a2dfp.net,https://winhelp2002.mvps.org/hosts.txt
2,1602886038,mfr.a2dfp.net,https://winhelp2002.mvps.org/hosts.txt
3,1602886038,ad.a8.net,https://winhelp2002.mvps.org/hosts.txt
4,1602886038,asy.a8ww.net,https://winhelp2002.mvps.org/hosts.txt
5,1602886038,static.a-ads.com,https://winhelp2002.mvps.org/hosts.txt
6,1602886038,abcstats.com,https://winhelp2002.mvps.org/hosts.txt
7,1602886038,track.acclaimnetwork.com,https://winhelp2002.mvps.org/hosts.txt
8,1602886038,csh.actiondesk.com,https://winhelp2002.mvps.org/hosts.txt
9,1602886038,ads.activepower.net,https://winhelp2002.mvps.org/hosts.txt
10,1602886038,app.activetrail.com,https://winhelp2002.mvps.org/hosts.txt
11,1602886038,traffic.acwebconnecting.com,https://winhelp2002.mvps.org/hosts.txt
12,1602886038,ad2games.com,https://winhelp2002.mvps.org/hosts.txt
13,1602886038,content.ad20.net,https://winhelp2002.mvps.org/hosts.txt
14,1602886038,core.ad20.net,https://winhelp2002.mvps.org/hosts.txt
15,1602886038,adadvisor.net,https://winhelp2002.mvps.org/hosts.txt
16,1602886038,wad.adbasket.net,https://winhelp2002.mvps.org/hosts.txt
17,1602886038,www.adchimp.com,https://winhelp2002.mvps.org/hosts.txt
18,1602886038,adcomplete.com,https://winhelp2002.mvps.org/hosts.txt
19,1602886038,www.adcomplete.com,https://winhelp2002.mvps.org/hosts.txt
20,1602886038,pixel.adcrowd.com,https://winhelp2002.mvps.org/hosts.txt
21,1602886038,ct1.addthis.com,https://winhelp2002.mvps.org/hosts.txt
22,1602886038,static.uk.addynamo.com,https://winhelp2002.mvps.org/hosts.txt
23,1602886038,adexc.net,https://winhelp2002.mvps.org/hosts.txt
24,1602886038,static.adfclick1.com,https://winhelp2002.mvps.org/hosts.txt
25,1602886038,c.adfirmative.com,https://winhelp2002.mvps.org/hosts.txt
26,1602886038,www.adfirmative.com,https://winhelp2002.mvps.org/hosts.txt
27,1602886038,server.adformdsp.net,https://winhelp2002.mvps.org/hosts.txt
28,1602886038,s.adframesrc.com,https://winhelp2002.mvps.org/hosts.txt
29,1602886038,media.adfrontiers.com,https://winhelp2002.mvps.org/hosts.txt
30,1602886038,www.adgitize.com,https://winhelp2002.mvps.org/hosts.txt
31,1602886038,www.ad-groups.com,https://winhelp2002.mvps.org/hosts.txt
32,1602886038,adgrx.com,https://winhelp2002.mvps.org/hosts.txt
33,1602886038,adhall.com,https://winhelp2002.mvps.org/hosts.txt
34,1602886038,adhitzads.com,https://winhelp2002.mvps.org/hosts.txt
35,1602886038,ads.static.adhood.com,https://winhelp2002.mvps.org/hosts.txt
36,1602886038,app.pubserver.adhood.com,https://winhelp2002.mvps.org/hosts.txt
37,1602886038,app.winwords.adhood.com,https://winhelp2002.mvps.org/hosts.txt
38,1602886038,ssl3.adhost.com,https://winhelp2002.mvps.org/hosts.txt
39,1602886038,www2.adhost.com,https://winhelp2002.mvps.org/hosts.txt
40,1602886038,adfarm1.adition.com,https://winhelp2002.mvps.org/hosts.txt
41,1602886038,imagesrv.adition.com,https://winhelp2002.mvps.org/hosts.txt
42,1602886038,ad.adition.net,https://winhelp2002.mvps.org/hosts.txt
43,1602886038,hosting.adjug.com,https://winhelp2002.mvps.org/hosts.txt
44,1602886038,tracking.adjug.com,https://winhelp2002.mvps.org/hosts.txt
45,1602886038,aj.adjungle.com,https://winhelp2002.mvps.org/hosts.txt
46,1602886038,adserver-e7.com,https://winhelp2002.mvps.org/hosts.txt
47,1602886038,publicidad.adlead.com,https://winhelp2002.mvps.org/hosts.txt
48,1602886038,rc.de.adlink.net,https://winhelp2002.mvps.org/hosts.txt
49,1602886038,tr.de.adlink.net,https://winhelp2002.mvps.org/hosts.txt
50,1602886038,n.admagnet.net,https://winhelp2002.mvps.org/hosts.txt
51,1602886038,bridge.ame.admarketplace.net,https://winhelp2002.mvps.org/hosts.txt
52,1602886038,bridge.lga1.admarketplace.net,https://winhelp2002.mvps.org/hosts.txt
53,1602886038,bridge.sf.admarketplace.net,https://winhelp2002.mvps.org/hosts.txt
54,1602886038,bridge.sfo1.admarketplace.net,https://winhelp2002.mvps.org/hosts.txt
55,1602886038,a1.admaster.net,https://winhelp2002.mvps.org/hosts.txt
56,1602886038,img.admaster.net,https://winhelp2002.mvps.org/hosts.txt
57,1602886038,admedia.com,https://winhelp2002.mvps.org/hosts.txt
58,1602886038,w.admedia.com,https://winhelp2002.mvps.org/hosts.txt
59,1602886038,apps.admission.net,https://winhelp2002.mvps.org/hosts.txt
60,1602886038,appcache.admission.net,https://winhelp2002.mvps.org/hosts.txt
61,1602886038,dt.admission.net,https://winhelp2002.mvps.org/hosts.txt
62,1602886038,view.admission.net,https://winhelp2002.mvps.org/hosts.txt
63,1602886038,ad.admitad.com,https://winhelp2002.mvps.org/hosts.txt
64,1602886038,cdn.admitad.com,https://winhelp2002.mvps.org/hosts.txt
65,1602886038,www.ad.admitad.com,https://winhelp2002.mvps.org/hosts.txt
66,1602886038,cdn.admixer.net,https://winhelp2002.mvps.org/hosts.txt
67,1602886038,run.admost.com,https://winhelp2002.mvps.org/hosts.txt
68,1602886038,assets3.admulti.com,https://winhelp2002.mvps.org/hosts.txt
69,1602886038,go.admulti.com,https://winhelp2002.mvps.org/hosts.txt
70,1602886038,s.admulti.com,https://winhelp2002.mvps.org/hosts.txt
71,1602886038,ads.adnet.am,https://winhelp2002.mvps.org/hosts.txt
72,1602886038,ad.adnet.biz,https://winhelp2002.mvps.org/hosts.txt
73,1602886038,adnet.com.ua,https://winhelp2002.mvps.org/hosts.txt
74,1602886038,www.ad-net.co.uk,https://winhelp2002.mvps.org/hosts.txt
75,1602886038,srv.adngin.com,https://winhelp2002.mvps.org/hosts.txt
76,1602886038,ad.adnow.com,https://winhelp2002.mvps.org/hosts.txt
77,1602886038,speednetwork14.adk2.co,https://winhelp2002.mvps.org/hosts.txt
78,1602886038,cdn.oas-c17.adnxs.com,https://winhelp2002.mvps.org/hosts.txt
79,1602886038,tt11.adobe.com,https://winhelp2002.mvps.org/hosts.txt
80,1602886038,ace.adoftheyear.com,https://winhelp2002.mvps.org/hosts.txt
81,1602886038,adperium.com,https://winhelp2002.mvps.org/hosts.txt
82,1602886038,www.adperium.com,https://winhelp2002.mvps.org/hosts.txt
83,1602886038,img.adplan-ds.com,https://winhelp2002.mvps.org/hosts.txt
84,1602886038,ab.adpro.com.ua,https://winhelp2002.mvps.org/hosts.txt
85,1602886038,adroll.com,https://winhelp2002.mvps.org/hosts.txt
86,1602886038,n.ads1-adnow.com,https://winhelp2002.mvps.org/hosts.txt
87,1602886038,n.ads2-adnow.com,https://winhelp2002.mvps.org/hosts.txt
88,1602886038,n.ads3-adnow.com,https://winhelp2002.mvps.org/hosts.txt
89,1602886038,vu.adschoom.com,https://winhelp2002.mvps.org/hosts.txt
90,1602886038,core1.adservingfactory.com,https://winhelp2002.mvps.org/hosts.txt
91,1602886038,content.adservingfactory.com,https://winhelp2002.mvps.org/hosts.txt
92,1602886038,track.adservingfactory.com,https://winhelp2002.mvps.org/hosts.txt
93,1602886038,mg.adskeeper.co.uk,https://winhelp2002.mvps.org/hosts.txt
94,1602886038,content.adspynet.com,https://winhelp2002.mvps.org/hosts.txt
95,1602886038,engine.adspynet.com,https://winhelp2002.mvps.org/hosts.txt
96,1602886038,ads.adsready.com,https://winhelp2002.mvps.org/hosts.txt
97,1602886038,ads.adsurve.com,https://winhelp2002.mvps.org/hosts.txt
98,1602886038,www.adsurve.com,https://winhelp2002.mvps.org/hosts.txt
99,1602886038,cntr.adrime.com,https://winhelp2002.mvps.org/hosts.txt
100,1602886038,images.adrime.com,https://winhelp2002.mvps.org/hosts.txt
101,1602886038,www.adrotate.net,https://winhelp2002.mvps.org/hosts.txt
102,1602886038,adrunnr.com,https://winhelp2002.mvps.org/hosts.txt
103,1602886038,v2.adsbookie.com,https://winhelp2002.mvps.org/hosts.txt
104,1602886038,fusion.adtoma.com,https://winhelp2002.mvps.org/hosts.txt
105,1602886038,track.adtraction.com,https://winhelp2002.mvps.org/hosts.txt
106,1602886038,core.adunity.com,https://winhelp2002.mvps.org/hosts.txt
107,1602886038,adscendmedia.com,https://winhelp2002.mvps.org/hosts.txt
108,1602886038,adserver-voice-online.co.uk,https://winhelp2002.mvps.org/hosts.txt
109,1602886038,adsfac.net,https://winhelp2002.mvps.org/hosts.txt
110,1602886038,adsfac.eu,https://winhelp2002.mvps.org/hosts.txt
111,1602886038,ad.ad-srv.net,https://winhelp2002.mvps.org/hosts.txt
112,1602886038,static.ads-twitter.com,https://winhelp2002.mvps.org/hosts.txt
113,1602886038,ad.adtoma.com,https://winhelp2002.mvps.org/hosts.txt
114,1602886038,www.adtrade.net,https://winhelp2002.mvps.org/hosts.txt
115,1602886038,www.adultcommercial.net,https://winhelp2002.mvps.org/hosts.txt
116,1602886038,adultmoneymakers.com,https://winhelp2002.mvps.org/hosts.txt
117,1602886038,tracking.adultsense.com,https://winhelp2002.mvps.org/hosts.txt
118,1602886038,ad.aduserver.com,https://winhelp2002.mvps.org/hosts.txt
119,1602886038,adve.net,https://winhelp2002.mvps.org/hosts.txt
120,1602886038,www.advertlets.com,https://winhelp2002.mvps.org/hosts.txt
121,1602886038,ads.advertise.net,https://winhelp2002.mvps.org/hosts.txt
122,1602886038,ad.adverticum.net,https://winhelp2002.mvps.org/hosts.txt
123,1602886038,img.adverticum.net,https://winhelp2002.mvps.org/hosts.txt
124,1602886038,imgs.adverticum.net,https://winhelp2002.mvps.org/hosts.txt
125,1602886038,www.advertising365.com,https://winhelp2002.mvps.org/hosts.txt
126,1602886038,ad.advertstream.com,https://winhelp2002.mvps.org/hosts.txt
127,1602886038,chart.advinion.com,https://winhelp2002.mvps.org/hosts.txt
128,1602886038,events.adwidecenter.com,https://winhelp2002.mvps.org/hosts.txt
129,1602886038,www.adwidecenter.com,https://winhelp2002.mvps.org/hosts.txt
130,1602886038,serve.adworldmedia.com,https://winhelp2002.mvps.org/hosts.txt
131,1602886038,affbeat.com,https://winhelp2002.mvps.org/hosts.txt
132,1602886038,affiliate.affdirect.com,https://winhelp2002.mvps.org/hosts.txt
133,1602886038,ads.affiliateclub.com,https://winhelp2002.mvps.org/hosts.txt
134,1602886038,affiliategroove.com,https://winhelp2002.mvps.org/hosts.txt
135,1602886038,banners.affiliatefuture.com,https://winhelp2002.mvps.org/hosts.txt
136,1602886038,js.affiliatelounge.com,https://winhelp2002.mvps.org/hosts.txt
137,1602886038,record.affiliatelounge.com,https://winhelp2002.mvps.org/hosts.txt
138,1602886038,web1.affiliatelounge.com,https://winhelp2002.mvps.org/hosts.txt
139,1602886038,ads.afraccess.com,https://winhelp2002.mvps.org/hosts.txt
140,1602886038,stats.agentinteractive.com,https://winhelp2002.mvps.org/hosts.txt
141,1602886038,w.ahalogy.com,https://winhelp2002.mvps.org/hosts.txt
142,1602886038,ac.ajur.info,https://winhelp2002.mvps.org/hosts.txt
143,1602886038,openx.ajur.info,https://winhelp2002.mvps.org/hosts.txt
144,1602886038,adlik2.akavita.com,https://winhelp2002.mvps.org/hosts.txt
145,1602886038,spotxchange-a.akamaihd.net,https://winhelp2002.mvps.org/hosts.txt
146,1602886038,adservice.aliexpress.com,https://winhelp2002.mvps.org/hosts.txt
147,1602886038,bokee.allyes.com,https://winhelp2002.mvps.org/hosts.txt
148,1602886038,eastmoney.allyes.com,https://winhelp2002.mvps.org/hosts.txt
149,1602886038,sroomafp.allyes.com,https://winhelp2002.mvps.org/hosts.txt
150,1602886038,tom.allyes.com,https://winhelp2002.mvps.org/hosts.txt
151,1602886038,yeskyafp.allyes.com,https://winhelp2002.mvps.org/hosts.txt
152,1602886038,ad.altervista.org,https://winhelp2002.mvps.org/hosts.txt
153,1602886038,pqwaker.altervista.org,https://winhelp2002.mvps.org/hosts.txt
154,1602886038,altmedia101.com,https://winhelp2002.mvps.org/hosts.txt
155,1602886038,adtools2.amakings.com,https://winhelp2002.mvps.org/hosts.txt
156,1602886038,ad.amgdgt.com,https://winhelp2002.mvps.org/hosts.txt
157,1602886038,10394-127.ampxchange.com,https://winhelp2002.mvps.org/hosts.txt
158,1602886038,10394-4254.ampxchange.com,https://winhelp2002.mvps.org/hosts.txt
159,1602886038,10394-2468.ampxchange.com,https://winhelp2002.mvps.org/hosts.txt
160,1602886038,vfdeprod.amobee.com,https://winhelp2002.mvps.org/hosts.txt
161,1602886038,widgets.amung.us,https://winhelp2002.mvps.org/hosts.txt
162,1602886038,whos.amung.us,https://winhelp2002.mvps.org/hosts.txt
163,1602886038,analytics.analytics-egain.com,https://winhelp2002.mvps.org/hosts.txt
164,1602886038,cloud-us.analytics-egain.com,https://winhelp2002.mvps.org/hosts.txt
165,1602886038,www.anastasiasaffiliate.com,https://winhelp2002.mvps.org/hosts.txt
166,1602886038,advert.ananzi.co.za,https://winhelp2002.mvps.org/hosts.txt
167,1602886038,advert2.ananzi.co.za,https://winhelp2002.mvps.org/hosts.txt
168,1602886038,box.anchorfree.net,https://winhelp2002.mvps.org/hosts.txt
169,1602886038,rpt.anchorfree.net,https://winhelp2002.mvps.org/hosts.txt
170,1602886038,www.anticlown.com,https://winhelp2002.mvps.org/hosts.txt
171,1602886038,antventure.com,https://winhelp2002.mvps.org/hosts.txt
172,1602886038,webtracker.apicasystem.com,https://winhelp2002.mvps.org/hosts.txt
173,1602886038,junior.apk.net,https://winhelp2002.mvps.org/hosts.txt
174,1602886038,five.partner.archive-it.org,https://winhelp2002.mvps.org/hosts.txt
175,1602886038,ads.ask.com,https://winhelp2002.mvps.org/hosts.txt
176,1602886038,ads.aspalliance.com,https://winhelp2002.mvps.org/hosts.txt
177,1602886038,www.astalavista.us,https://winhelp2002.mvps.org/hosts.txt
178,1602886038,atemda.com,https://winhelp2002.mvps.org/hosts.txt
179,1602886038,ads.auctionads.com,https://winhelp2002.mvps.org/hosts.txt
180,1602886038,ad.auditude.com,https://winhelp2002.mvps.org/hosts.txt
